,strike_dip_rakes,source_mechanisms,depths,noise_types,stfs,durations,velocity_model,cluster_assignments,source_mech_cat
2264,"[(234.53088441134062, 58.04030115075172, 102.01132713172096), (32.633040132387784, 33.91710807295897, 71.55338586190885)]",DC,20000,,boxcar,1,crust2_m5_hardtop_16Hz,1,1
2265,"[(203.960761913146, 72.09816505867198, -71.2443340359054), (336.11338629775383, 25.70306282360555, -134.86724446227117)]",DC,20000,,boxcar,4,crust2_m5_hardtop_16Hz,1,1
2266,"[(263.86789445026375, 58.352930507764896, 98.2772941664867), (68.37079749738373, 32.60257725239521, 76.85257303987747)]",DC,20000,,boxcar,6,crust2_m5_hardtop_16Hz,0,1
2267,"[(213.61403605517037, 54.17142016069775, -48.85500540192917), (337.4341626192466, 52.37076786529362, -132.34400757665483)]",DC,20000,,boxcar,1,crust2_m5_hardtop_16Hz,1,1
2268,"[(236.76683444361927, 22.3867729349175, 134.45636413163422), (10.06672998867013, 74.22564145171512, 73.90816259278358)]",DC,20000,,boxcar,10,crust2_m5_hardtop_16Hz,0,1
2269,"[(19.968136101157704, 34.33277714754178, -69.9842508539667), (176.1640100373976, 57.99912433418409, -103.15794007022095)]",DC,20000,,boxcar,1,crust2_m5_hardtop_16Hz,1,1
2270,"[(239.45158056947074, 66.44722753972961, 103.41287262770977), (28.62350456873245, 26.913801735465583, 61.980528615164225)]",DC,20000,,boxcar,10,crust2_m5_hardtop_16Hz,1,1
2271,"[(309.2895802836159, 71.6133291148407, -62.243289662538345), (70.22637468842497, 32.88555810544267, -144.48338348706102)]",DC,20000,,boxcar,8,crust2_m5_hardtop_16Hz,0,1
2272,"[(271.3114815469113, 70.72564918734004, 14.408018592161492), (176.4642577044957, 76.41554040358254, 160.1479797430127)]",DC,20000,,boxcar,5,crust2_m5_hardtop_16Hz,1,1
2273,"[(117.17063830958612, 83.45587410597187, 114.29049559769108), (221.34288937026835, 25.10487215618136, 15.582058477989934)]",DC,20000,,boxcar,4,crust2_m5_hardtop_16Hz,2,1
2274,"[(282.7563777704289, 39.22496774016925, 41.38207862455763), (158.44158774862848, 65.28888119059653, 121.48701021051471)]",DC,20000,,boxcar,6,crust2_m5_hardtop_16Hz,1,1
2275,"[(79.09508001519822, 78.77479898438001, 96.07933001128661), (230.41141101936233, 12.747115888978023, 61.91432007649824)]",DC,20000,,boxcar,4,crust2_m5_hardtop_16Hz,2,1
2276,"[(303.7368406761145, 80.79027830244772, 154.81432496637515), (38.04105350046785, 65.16116330340665, 10.158018025361212)]",DC,20000,,boxcar,1,crust2_m5_hardtop_16Hz,1,1
2277,"[(278.6560345893978, 66.66389639572262, 74.9829508312297), (132.7631674743527, 27.521264817261518, 120.98887749038146)]",DC,20000,,boxcar,5,crust2_m5_hardtop_16Hz,2,1
2278,"[(240.8592414590372, 59.11707430300935, -45.70200929436892), (358.60451466359126, 52.103184802652756, -139.42412004207057)]",DC,20000,,boxcar,10,crust2_m5_hardtop_16Hz,0,1
2279,"[(128.6220333488323, 67.42611125910884, 168.45574768633685), (223.1053633986885, 79.35098172848359, 22.991940563100243)]",DC,20000,,boxcar,1,crust2_m5_hardtop_16Hz,1,1
2280,"[(260.49484249607156, 67.73273769177521, -73.82578166107902), (43.06364653132001, 27.277509732510627, -124.22760669714344)]",DC,20000,,boxcar,1,crust2_m5_hardtop_16Hz,1,1
2281,"[(266.5761952772281, 66.83361087231688, -7.787171533589632), (359.65572380014555, 82.84416923600637, -156.6410088444763)]",DC,20000,,boxcar,8,crust2_m5_hardtop_16Hz,0,1
2282,"[(71.08306832530175, 38.128310578059406, -164.07504612350434), (328.43279679906186, 80.2466125510756, -52.95539058751364)]",DC,20000,,boxcar,6,crust2_m5_hardtop_16Hz,2,1
2283,"[(43.58275852612191, 88.07526008081011, -22.106165842727147), (134.3643601328997, 67.90696378602625, -177.92267118420799)]",DC,20000,,boxcar,4,crust2_m5_hardtop_16Hz,1,1
2284,"[(68.2146943508198, 49.62684685485636, -116.98393567744529), (286.3837151329258, 47.242016405887675, -61.91339395646661)]",DC,20000,,boxcar,8,crust2_m5_hardtop_16Hz,0,1
2285,"[(267.8067243327343, 61.18438902181233, 34.51445099790914), (159.4692960933265, 60.23437106739541, 146.2720482412491)]",DC,20000,,boxcar,3,crust2_m5_hardtop_16Hz,1,1
2286,"[(262.5170163055686, 75.45246302161316, 16.57628654080341), (168.24109456577946, 73.96973134155832, 164.85009554837868)]",DC,20000,,boxcar,8,crust2_m5_hardtop_16Hz,0,1
2287,"[(242.1475232743271, 63.233334094238934, -49.12578215222731), (359.639120531186, 47.53612418137549, -142.37527639643434)]",DC,20000,,boxcar,10,crust2_m5_hardtop_16Hz,0,1
2288,"[(49.07265501144602, 48.253477389431374, 144.91259482704348), (164.13998147831296, 64.60375359252124, 47.48188691156242)]",DC,20000,,boxcar,10,crust2_m5_hardtop_16Hz,1,1
2289,"[(14.506391078664972, 80.58000200304214, -89.12272741375365), (189.1615315278749, 9.460392301159262, -95.27257907797608)]",DC,20000,,boxcar,6,crust2_m5_hardtop_16Hz,2,1
2290,"[(233.41701508705313, 59.61415858840573, 7.774100841650495), (139.46667571780085, 83.299052290705, 149.38280037161363)]",DC,20000,,boxcar,5,crust2_m5_hardtop_16Hz,2,1
2291,"[(259.94581545585237, 64.75135912404647, -160.43191137068982), (161.32434984594968, 72.36634796354161, -26.588374816021997)]",DC,20000,,boxcar,4,crust2_m5_hardtop_16Hz,2,1
2292,"[(119.82453832711055, 37.9972347016725, 64.94644764028199), (330.4999049593511, 56.103051637782485, 108.30495586211241)]",DC,20000,,boxcar,9,crust2_m5_hardtop_16Hz,0,1
2293,"[(58.110752348564844, 86.06194159655264, -146.63130757088305), (325.5209742686537, 56.72035819246062, -4.712185086878913)]",DC,20000,,boxcar,6,crust2_m5_hardtop_16Hz,1,1
2294,"[(302.2970659685601, 64.91637716515822, -172.13507126553577), (208.94553027429103, 82.88085737534693, -25.29216868085585)]",DC,20000,,boxcar,2,crust2_m5_hardtop_16Hz,1,1
2295,"[(72.17281842431179, 41.51010124394909, 170.40620500901738), (169.38656859377073, 83.65842253802431, 48.890047910458634)]",DC,20000,,boxcar,10,crust2_m5_hardtop_16Hz,0,1
2296,"[(349.9174451149635, 88.23992089048203, -97.84570271307057), (247.35176027437183, 8.039498838046395, -12.686389700710643)]",DC,20000,,boxcar,6,crust2_m5_hardtop_16Hz,0,1
2297,"[(333.5647945371515, 46.385048694925395, 59.941868632628704), (193.55922723777604, 51.19823907807731, 117.73087678357577)]",DC,20000,,boxcar,3,crust2_m5_hardtop_16Hz,1,1
2298,"[(253.13093984765462, 37.32148831584923, 173.62225796486922), (348.2105166212363, 86.13831702138276, 52.84986804365004)]",DC,20000,,boxcar,7,crust2_m5_hardtop_16Hz,0,1
2299,"[(244.28517022231466, 84.20912874044392, -28.144793742042413), (337.37475845940776, 62.0115090677697, -173.43896242629128)]",DC,20000,,boxcar,3,crust2_m5_hardtop_16Hz,1,1
2300,"[(275.19774474109636, 45.63790786098718, -13.7619062032742), (14.91509553897055, 80.20785687099428, -134.80352190498223)]",DC,20000,,boxcar,2,crust2_m5_hardtop_16Hz,1,1
2301,"[(70.3343214876251, 84.23626045010886, -106.76756167674247), (321.9005242032945, 17.703597089764358, -19.28394666464209)]",DC,20000,,boxcar,1,crust2_m5_hardtop_16Hz,1,1
2302,"[(135.50492236509865, 58.65610181325986, -127.81663472469937), (11.674853332955369, 47.57005723823416, -44.808872874963726)]",DC,20000,,boxcar,3,crust2_m5_hardtop_16Hz,1,1
2303,"[(145.23027359518102, 72.25740507750149, 114.20526171315021), (269.3641458598823, 29.692143890814574, 37.96767301750014)]",DC,20000,,boxcar,6,crust2_m5_hardtop_16Hz,0,1
2304,"[(59.96644411072901, 61.50610776516714, 18.657720695687054), (320.8155436032357, 73.67042409864578, 150.19044276314747)]",DC,20000,,boxcar,7,crust2_m5_hardtop_16Hz,2,1
2305,"[(220.82823745376385, 81.94784268791723, -91.24745624514951), (49.66457764481418, 8.14758404088704, -81.25146448331778)]",DC,20000,,boxcar,2,crust2_m5_hardtop_16Hz,1,1
2306,"[(61.37582788121333, 56.53583726938206, -46.31003376206085), (181.3704658188525, 52.898961482583154, -136.26161830659984)]",DC,20000,,boxcar,9,crust2_m5_hardtop_16Hz,0,1
2307,"[(84.24247261729327, 89.96684983685357, -54.802604203076044), (174.28947049097016, 35.1974093929281, -179.94248710405208)]",DC,20000,,boxcar,8,crust2_m5_hardtop_16Hz,0,1
2308,"[(260.4806243821103, 89.04607138587312, 36.88703430243912), (169.7648023411234, 53.1189248431454, 178.8073836959402)]",DC,20000,,boxcar,1,crust2_m5_hardtop_16Hz,1,1
2309,"[(236.14949395858267, 48.346706456140026, -55.751167476593146), (10.458620512394788, 51.85745257974584, -122.32142064654019)]",DC,20000,,boxcar,1,crust2_m5_hardtop_16Hz,1,1
2310,"[(198.65661231478236, 49.370653558018184, -82.90184764430072), (7.830478291332165, 41.13851477205364, -98.19547721230869)]",DC,20000,,boxcar,6,crust2_m5_hardtop_16Hz,1,1
2311,"[(312.1518378263533, 57.848503949157006, 102.7386226284677), (109.13544039139124, 34.32983102281414, 70.66850273151705)]",DC,20000,,boxcar,1,crust2_m5_hardtop_16Hz,1,1
2312,"[(306.1088989184766, 82.92346711797144, 9.295070419757117), (214.95379627194473, 80.77635547692918, 172.8302867424723)]",DC,20000,,boxcar,9,crust2_m5_hardtop_16Hz,0,1
2313,"[(80.4682825895514, 73.06982513180078, -9.169038900716753), (173.15941071203068, 81.23154862391789, -162.86346166692283)]",DC,20000,,boxcar,5,crust2_m5_hardtop_16Hz,1,1
2314,"[(214.31133494676396, 84.24609468582368, 136.41523135529022), (309.7620849331632, 46.68936253878713, 7.919475740109376)]",DC,20000,,boxcar,1,crust2_m5_hardtop_16Hz,1,1
2315,"[(212.7418629362016, 54.656931952795766, -58.63134160359839), (346.23853772943505, 45.855022637841905, -126.27934701425436)]",DC,20000,,boxcar,9,crust2_m5_hardtop_16Hz,0,1
2316,"[(70.589717216268, 59.839622814017766, -5.639878529167642), (163.43017526023866, 85.12562771176849, -149.71870082209185)]",DC,20000,,boxcar,9,crust2_m5_hardtop_16Hz,0,1
2317,"[(256.3253256807185, 65.84892182597787, -26.122789692750523), (357.6704823958044, 66.31193053301521, -153.46223458479687)]",DC,20000,,boxcar,3,crust2_m5_hardtop_16Hz,1,1
2318,"[(330.83682316357266, 85.62362162966247, 81.76657573478566), (213.03140011543667, 9.317182879229593, 151.879438717343)]",DC,20000,,boxcar,1,crust2_m5_hardtop_16Hz,1,1
2319,"[(305.99516041536936, 85.34061305703815, -127.2646328070356), (209.9008378085529, 37.51280325899713, -7.666073547208174)]",DC,20000,,boxcar,5,crust2_m5_hardtop_16Hz,2,1
2320,"[(74.04593316721596, 37.60218703716834, -12.550941108466851), (174.04890065399408, 82.38038517460275, -126.93438133411527)]",DC,20000,,boxcar,10,crust2_m5_hardtop_16Hz,0,1
2321,"[(237.05179512891058, 72.54942586094631, 116.3696888775347), (358.22211100508395, 31.27208978149318, 35.288565716882665)]",DC,20000,,boxcar,6,crust2_m5_hardtop_16Hz,1,1
2322,"[(282.0324083574501, 63.134801175893166, -89.0880397925838), (100.01498303856013, 26.879522261663453, -91.79961301709318)]",DC,20000,,boxcar,7,crust2_m5_hardtop_16Hz,0,1
2323,"[(305.495776922358, 70.4626598191928, 55.61846695944408), (189.44881686757134, 38.94240977325552, 147.8551788886777)]",DC,20000,,boxcar,10,crust2_m5_hardtop_16Hz,0,1
2324,"[(287.14447505621445, 79.58701331344659, -71.93302153478372), (46.13365580425154, 20.76584596128144, -149.35086886176492)]",DC,20000,,boxcar,9,crust2_m5_hardtop_16Hz,0,1
2325,"[(108.38622047512006, 39.19781386753884, 64.02301578110742), (320.5444667869359, 55.37876037201711, 109.65695450280714)]",DC,20000,,boxcar,10,crust2_m5_hardtop_16Hz,0,1
2326,"[(111.30040980181592, 83.81649250552482, -103.54250119060872), (357.2064034888158, 14.863372945511216, -24.82890166991681)]",DC,20000,,boxcar,3,crust2_m5_hardtop_16Hz,1,1
2327,"[(347.1731567457476, 29.81520607379465, -101.39022679785612), (180.2451652227089, 60.82939537994706, -83.54312228584186)]",DC,20000,,boxcar,4,crust2_m5_hardtop_16Hz,1,1
2328,"[(319.89123474971734, 79.8059725925968, -44.97627060418831), (59.91949583270885, 45.9204731732389, -165.73750863917178)]",DC,20000,,boxcar,6,crust2_m5_hardtop_16Hz,1,1
2329,"[(69.60798059940855, 58.286446832227114, 10.849072399771075), (333.85517590235645, 80.78622924285237, 147.82250405265364)]",DC,20000,,boxcar,9,crust2_m5_hardtop_16Hz,0,1
2330,"[(293.1951299846174, 67.80133109522647, 26.444780530820587), (192.55226732599573, 65.64892898722786, 155.49870349113874)]",DC,20000,,boxcar,6,crust2_m5_hardtop_16Hz,1,1
2331,"[(225.6972646198083, 65.62457907487709, 147.76406460611008), (330.28550575334367, 60.93120484193524, 28.176712456775185)]",DC,20000,,boxcar,9,crust2_m5_hardtop_16Hz,0,1
2332,"[(297.9324523159587, 49.1151954299265, -97.09807808872607), (128.70392452304569, 41.389438537194245, -81.87717773836974)]",DC,20000,,boxcar,10,crust2_m5_hardtop_16Hz,0,1
2333,"[(103.91639741651906, 81.60123840682718, -134.31454953746427), (5.408108160662835, 44.940411110769666, -11.933573552213783)]",DC,20000,,boxcar,6,crust2_m5_hardtop_16Hz,1,1
2334,"[(122.09872345437803, 69.7943029597747, 59.71863120818197), (1.4940603959455452, 35.863504722503315, 143.87492486371275)]",DC,20000,,boxcar,1,crust2_m5_hardtop_16Hz,1,1
2335,"[(52.94836388233629, 77.08949798404487, 3.3443948541721227), (322.2003225207221, 86.74024311546029, 167.0682125981807)]",DC,20000,,boxcar,5,crust2_m5_hardtop_16Hz,1,1
2336,"[(260.31643163165614, 39.78600746245618, -13.171165689935332), (0.510858769651234, 81.61562709240252, -129.03680634876787)]",DC,20000,,boxcar,1,crust2_m5_hardtop_16Hz,1,1
2337,"[(235.87488582228656, 68.49027759806971, -142.77239696123598), (130.3076909921543, 55.74694655133282, -26.333584954566152)]",DC,20000,,boxcar,2,crust2_m5_hardtop_16Hz,1,1
2338,"[(251.93499548336212, 70.11921322652208, -57.13087350833714), (9.691968263603052, 37.82798938646678, -146.32447317481444)]",DC,20000,,boxcar,10,crust2_m5_hardtop_16Hz,1,1
2339,"[(216.76760269009412, 77.44317361227164, 113.98912447895243), (332.80567798205504, 26.90353955805517, 28.716107344617065)]",DC,20000,,boxcar,4,crust2_m5_hardtop_16Hz,1,1
2340,"[(56.40126304689642, 88.27533859406674, -24.95222191488839), (147.20356204064004, 65.05985420324079, -178.09791003935104)]",DC,20000,,boxcar,1,crust2_m5_hardtop_16Hz,1,1
2341,"[(86.53470500130786, 57.86200351660454, -124.30110925735113), (318.58788002104785, 45.61265942250551, -48.10659477690796)]",DC,20000,,boxcar,9,crust2_m5_hardtop_16Hz,0,1
2342,"[(21.680372554491004, 84.31985789678582, -96.7709599262078), (251.86505176406456, 8.829466600550537, -40.15161338674691)]",DC,20000,,boxcar,9,crust2_m5_hardtop_16Hz,0,1
2343,"[(272.58132284271346, 85.71992187070293, -28.75007911402436), (4.925968867788732, 61.33754808003418, -175.12083991175072)]",DC,20000,,boxcar,3,crust2_m5_hardtop_16Hz,1,1
2344,"[(54.602516139756915, 89.54092118679822, -67.76681320100154), (145.72543868868541, 22.237685640055076, -178.7868712258222)]",DC,20000,,boxcar,10,crust2_m5_hardtop_16Hz,0,1
2345,"[(273.2699995320372, 48.42148783236192, -115.6631883573939), (129.17436513197504, 47.60357787530842, -63.98029255770494)]",DC,20000,,boxcar,5,crust2_m5_hardtop_16Hz,1,1
2346,"[(291.48902891930317, 59.633949347121664, 110.42241481201468), (75.11557193764114, 36.04240979324429, 59.22367034932993)]",DC,20000,,boxcar,6,crust2_m5_hardtop_16Hz,2,1
2347,"[(70.40226263836952, 60.1667596008434, 9.634688708300239), (335.5749838928997, 81.65195753214192, 149.81425947133252)]",DC,20000,,boxcar,9,crust2_m5_hardtop_16Hz,0,1
2348,"[(286.6109676163472, 80.04021195216825, 145.31103381934912), (23.437462847588417, 55.9065602728752, 12.055191393138854)]",DC,20000,,boxcar,1,crust2_m5_hardtop_16Hz,1,1
2349,"[(292.53352806071763, 47.87620376352688, -178.93561456715375), (201.81956261408712, 89.21056859204062, -42.12871494918042)]",DC,20000,,boxcar,4,crust2_m5_hardtop_16Hz,1,1
2350,"[(259.3927322566357, 74.42695818379488, 120.94286828564465), (13.516251341145312, 34.290255636621396, 28.458610161808007)]",DC,20000,,boxcar,8,crust2_m5_hardtop_16Hz,1,1
2351,"[(56.72129164603117, 69.92159786911422, 130.2567815407332), (168.7904862510266, 44.2112082376789, 29.49396766933515)]",DC,20000,,boxcar,3,crust2_m5_hardtop_16Hz,1,1
2352,"[(23.686993658154517, 60.57074977351728, 87.09208751021528), (209.5893410505938, 29.559762525468795, 95.13852477575337)]",DC,20000,,boxcar,10,crust2_m5_hardtop_16Hz,0,1
2353,"[(24.551103949447022, 82.45159031219393, 89.77973493995297), (206.22738959738967, 7.551604100481888, 91.66175524110888)]",DC,20000,,boxcar,10,crust2_m5_hardtop_16Hz,0,1
2354,"[(32.4095450751386, 61.19233172870695, 86.36872690700984), (219.91225084850518, 29.016155634392618, 96.56980260277096)]",DC,20000,,boxcar,4,crust2_m5_hardtop_16Hz,2,1
2355,"[(86.69550267696619, 69.43207289357436, -85.67098268305834), (254.5356826849286, 20.999231437303727, -101.37399425068207)]",DC,20000,,boxcar,10,crust2_m5_hardtop_16Hz,0,1
2356,"[(297.95613314355194, 77.44759662142036, -57.10213382125954), (46.527053565857756, 34.958156386613695, -157.70946696158873)]",DC,20000,,boxcar,4,crust2_m5_hardtop_16Hz,2,1
2357,"[(63.49662244325996, 48.704875453794735, 102.22133200266258), (225.32632906983974, 42.75247124861006, 76.45002076438342)]",DC,20000,,boxcar,9,crust2_m5_hardtop_16Hz,0,1
2358,"[(239.03101728855566, 77.62626089127073, 156.56960933768116), (334.3366031905083, 67.14515670185044, 13.446911222308103)]",DC,20000,,boxcar,6,crust2_m5_hardtop_16Hz,1,1
2359,"[(112.41865666278599, 82.20508459164502, 45.87537365366597), (14.4582307806668, 44.66782889386269, 168.87628011749226)]",DC,20000,,boxcar,9,crust2_m5_hardtop_16Hz,0,1
2360,"[(95.52613868251646, 73.12942748616939, 18.322207621689213), (0.03671060631546554, 72.49246490809902, 162.28352236453335)]",DC,20000,,boxcar,5,crust2_m5_hardtop_16Hz,2,1
2361,"[(101.1884396373203, 85.38503663010333, 50.24275069043029), (5.664155812241317, 39.98002232204975, 172.80628520335176)]",DC,20000,,boxcar,10,crust2_m5_hardtop_16Hz,0,1
2362,"[(141.30593669738096, 52.458433696520366, 69.32699615943896), (353.07368572969364, 42.1102152368646, 114.67369453059382)]",DC,20000,,boxcar,9,crust2_m5_hardtop_16Hz,0,1
2363,"[(321.2191784808346, 89.28296792039687, -130.90384942813537), (230.3916055339522, 40.90902794579617, -1.0949777307495303)]",DC,20000,,boxcar,7,crust2_m5_hardtop_16Hz,0,1
2364,"[(280.7402737127525, 31.597351168420328, -147.50865304211663), (162.26289916933493, 73.65326402127643, -62.57727594657599)]",DC,20000,,boxcar,7,crust2_m5_hardtop_16Hz,1,1
2365,"[(145.06501405635655, 64.7481897867144, 57.6849349372262), (21.0685963726742, 40.149652021139104, 138.5771908143668)]",DC,20000,,boxcar,7,crust2_m5_hardtop_16Hz,1,1
2366,"[(98.36964569128305, 78.62372360970417, -157.83806218615635), (3.7761403910960785, 68.29583732065753, -12.257317146386125)]",DC,20000,,boxcar,3,crust2_m5_hardtop_16Hz,1,1
2367,"[(321.1033080742692, 71.66286705054128, -144.93237552695896), (218.64974400766278, 56.950144302468864, -22.04526156939098)]",DC,20000,,boxcar,3,crust2_m5_hardtop_16Hz,1,1
2368,"[(302.0616448387237, 56.8007901662438, -12.70682155392133), (39.10002661777302, 79.39376553739955, -146.14665729876748)]",DC,20000,,boxcar,4,crust2_m5_hardtop_16Hz,1,1
2369,"[(128.62826061974917, 67.21657257069513, -8.622618853378386), (221.98893981242225, 82.05469347102125, -156.9831161860192)]",DC,20000,,boxcar,8,crust2_m5_hardtop_16Hz,1,1
2370,"[(105.40130601974731, 38.812626734322244, 57.57358326158793), (324.59098632006885, 58.058764679847684, 113.33166445629661)]",DC,20000,,boxcar,5,crust2_m5_hardtop_16Hz,2,1
2371,"[(281.12535250242627, 88.35960552110262, -48.51539612641728), (12.979584388209906, 41.51115159682965, -177.52449391047818)]",DC,20000,,boxcar,3,crust2_m5_hardtop_16Hz,1,1
2372,"[(47.88891184719088, 66.12867182879658, -11.135402228162262), (142.44322277993675, 79.82778727870533, -155.72311168515193)]",DC,20000,,boxcar,9,crust2_m5_hardtop_16Hz,0,1
2373,"[(272.8690181258207, 65.92485300822922, -87.59545786106884), (86.99182299488648, 24.187809602043085, -95.36437374908937)]",DC,20000,,boxcar,3,crust2_m5_hardtop_16Hz,1,1
2374,"[(42.48391827358538, 31.855104896291028, 142.78073861351575), (165.31276592267324, 71.38349228328175, 63.673593918179414)]",DC,20000,,boxcar,2,crust2_m5_hardtop_16Hz,1,1
2375,"[(256.94307576453633, 33.664364576255515, 131.44713084849292), (30.247372685146328, 65.44887455158468, 66.20938061110292)]",DC,20000,,boxcar,10,crust2_m5_hardtop_16Hz,0,1
2376,"[(103.39959056670374, 49.88913873315228, -167.15230438148777), (5.040461179676646, 80.20863971688426, -40.82811992730354)]",DC,20000,,boxcar,7,crust2_m5_hardtop_16Hz,0,1
2377,"[(259.00695129363095, 66.41182502198754, -94.6384940100008), (90.46856831154089, 24.014320563862057, -79.50742155888193)]",DC,20000,,boxcar,7,crust2_m5_hardtop_16Hz,1,1
2378,"[(306.7883846306333, 79.31935850215585, -93.29940777541849), (144.06695442602336, 11.172993243793774, -73.02993354806667)]",DC,20000,,boxcar,2,crust2_m5_hardtop_16Hz,1,1
2379,"[(316.7515202098171, 74.77138397410123, -121.07910675870751), (203.20423168307988, 34.271213348046665, -27.805027115091658)]",DC,20000,,boxcar,1,crust2_m5_hardtop_16Hz,1,1
2380,"[(60.671472523669685, 70.6151532988234, -143.8837803901987), (317.0577985949815, 56.219633082052056, -23.536189851206537)]",DC,20000,,boxcar,9,crust2_m5_hardtop_16Hz,0,1
2381,"[(198.12668440951194, 57.355551729572845, 113.51414893830518), (339.2366182747948, 39.4559853270979, 58.0855292968797)]",DC,20000,,boxcar,2,crust2_m5_hardtop_16Hz,1,1
2382,"[(62.12375160658395, 83.29628705164477, -22.436210525643304), (154.8833334689841, 67.72544314646771, -172.75291282315413)]",DC,20000,,boxcar,4,crust2_m5_hardtop_16Hz,1,1
2383,"[(237.45141504162075, 29.1203309719779, -16.63444212163361), (342.07946134234845, 81.99212253833622, -118.0908573562471)]",DC,20000,,boxcar,5,crust2_m5_hardtop_16Hz,2,1
2384,"[(99.15506858210826, 40.58723019203862, -173.32617957376874), (4.0771510742969665, 85.66365245106732, -49.6051447311823)]",DC,20000,,boxcar,8,crust2_m5_hardtop_16Hz,0,1
2385,"[(105.26056178409866, 84.5072680440683, 5.935246478723572), (14.690420985975802, 84.09210332793981, 174.47784748067778)]",DC,20000,,boxcar,6,crust2_m5_hardtop_16Hz,1,1
2386,"[(231.36331467078116, 81.3191830047921, -99.3328775215048), (98.79991069750027, 12.719689843007856, -43.27332757194313)]",DC,20000,,boxcar,3,crust2_m5_hardtop_16Hz,1,1
2387,"[(274.1174029479475, 51.92466202093839, -172.1996762130021), (179.28849044789547, 83.86682548804357, -38.33419112238786)]",DC,20000,,boxcar,9,crust2_m5_hardtop_16Hz,0,1
2388,"[(261.9590212613666, 56.703992095091685, -131.4033792193207), (140.0524604954188, 51.17495272918915, -44.80098044166492)]",DC,20000,,boxcar,1,crust2_m5_hardtop_16Hz,1,1
2389,"[(80.4664430547212, 85.8518188308615, -175.55296741697813), (350.14411756300757, 85.5646406363161, -4.160663305894194)]",DC,20000,,boxcar,10,crust2_m5_hardtop_16Hz,1,1
2390,"[(224.18517902347114, 55.10888847460129, 136.3909487000384), (342.77107124836084, 55.54576436267013, 43.92454803082928)]",DC,20000,,boxcar,8,crust2_m5_hardtop_16Hz,1,1
2391,"[(59.958412631337026, 16.1157487282858, -25.17608679437224), (174.26152994610985, 83.21855242396158, -104.65392051138942)]",DC,20000,,boxcar,9,crust2_m5_hardtop_16Hz,0,1
2392,"[(325.48791056487755, 87.99662935790013, 112.8797327525652), (60.223457225060756, 22.962578514825967, 5.140987477235406)]",DC,20000,,boxcar,9,crust2_m5_hardtop_16Hz,0,1
2393,"[(281.12839909483944, 73.72459980140479, 19.68373401584573), (185.40328847277078, 71.1355814825758, 162.77273671640629)]",DC,20000,,boxcar,3,crust2_m5_hardtop_16Hz,1,1
2394,"[(100.48047399957412, 83.20013884278981, 160.07548380443657), (192.93799056258777, 70.22150651095161, 7.228354895297811)]",DC,20000,,boxcar,5,crust2_m5_hardtop_16Hz,2,1
2395,"[(284.5814763450782, 64.57695108305829, -20.088066947328578), (23.50405394155549, 71.928477880983, -153.1552427954503)]",DC,20000,,boxcar,1,crust2_m5_hardtop_16Hz,1,1
2396,"[(264.76358984061636, 60.39043773103882, -148.69188764903504), (158.03778226033504, 63.14195428696627, -33.63011957352651)]",DC,20000,,boxcar,10,crust2_m5_hardtop_16Hz,0,1
2397,"[(295.3190834499124, 39.11883143678783, -12.034216957553918), (34.710444073958215, 82.44103621581277, -128.49704920543184)]",DC,20000,,boxcar,4,crust2_m5_hardtop_16Hz,2,1
2398,"[(224.85447159469382, 78.81747959704776, 135.77744455653652), (325.54286818137564, 46.82682067747831, 15.42183412461152)]",DC,20000,,boxcar,2,crust2_m5_hardtop_16Hz,1,1
2399,"[(102.15539154918508, 81.33623461192539, -166.53699461138729), (10.090110811295279, 76.69345648210046, -8.904698403242334)]",DC,20000,,boxcar,6,crust2_m5_hardtop_16Hz,1,1
2400,"[(174.40650969097894, 23.51072275111441, -97.26207594906805), (2.3180345875950814, 66.68907158670798, -86.85236575860061)]",DC,20000,,boxcar,2,crust2_m5_hardtop_16Hz,1,1
2401,"[(266.65231352870535, 84.67481124955452, -144.28891224145326), (172.83537985544626, 54.46648244233684, -6.548635830969855)]",DC,20000,,boxcar,10,crust2_m5_hardtop_16Hz,0,1
2402,"[(117.11600521542604, 78.13328696260436, -118.73727987858838), (6.55886787560306, 30.896712153243705, -23.607262101802732)]",DC,20000,,boxcar,10,crust2_m5_hardtop_16Hz,1,1
2403,"[(77.36946476474563, 39.946623123256636, -165.64888086149256), (336.2721551572013, 80.84263414700142, -50.94486053589315)]",DC,20000,,boxcar,9,crust2_m5_hardtop_16Hz,0,1
2404,"[(314.78364284136626, 60.708328024891394, -68.16496207751314), (95.46752750317523, 35.94588569504707, -123.5446632234161)]",DC,20000,,boxcar,7,crust2_m5_hardtop_16Hz,0,1
2405,"[(282.56650189845016, 47.78778009842961, 160.17644044844383), (26.18153954131189, 75.45285167591354, 43.958052684423656)]",DC,20000,,boxcar,5,crust2_m5_hardtop_16Hz,2,1
2406,"[(113.35683073606361, 80.83339629648258, -174.49970734547136), (22.477969608141258, 84.57016242013212, -9.208279908894568)]",DC,20000,,boxcar,1,crust2_m5_hardtop_16Hz,1,1
2407,"[(94.2324479724286, 35.95850238508515, -176.21623173221903), (1.1681698947224382, 87.77923308812701, -54.100904447215356)]",DC,20000,,boxcar,2,crust2_m5_hardtop_16Hz,1,1
2408,"[(94.20526680498048, 52.472048489973254, 178.96805716155146), (184.8339158763335, 89.18162768698774, 37.53244122032238)]",DC,20000,,boxcar,4,crust2_m5_hardtop_16Hz,2,1
